"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Rb_14_219725","OG0002531","Rb","Glyma.14G006900","Gmax_Wm82.a2.v1",14,219725,19725,1209520,540253,544002,"PTHR31636:SF38 - SCARECROW-LIKE PROTEIN 21-RELATED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_219725","OG0002975","Rb","Glyma.14G009700","Gmax_Wm82.a2.v1",14,219725,19725,1209520,754004,759792,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_3853886","OG0000929","Rb","Glyma.14G049600","Gmax_Wm82.a2.v1",14,3853886,3653886,4413168,3845462,3852112,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_3853886","OG0003973","Rb","Glyma.14G048400","Gmax_Wm82.a2.v1",14,3853886,3653886,4413168,3764482,3767466,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_45836457","OG0000193","Rb","Glyma.14G203900","Gmax_Wm82.a2.v1",14,45836457,45636457,47130829,46856580,46859641,"PTHR31867:SF22 - EXPANSIN-A8 (1 of 7)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_14_45836457","OG0004180","Rb","Glyma.14G202000","Gmax_Wm82.a2.v1",14,45836457,45636457,47130829,46741879,46743234,"PTHR23315//PTHR23315:SF117 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_15_14129270","OG0002766","Rb","Glyma.15G164100","Gmax_Wm82.a2.v1",15,14129270,13929270,14329270,14128592,14133846,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_15_14129270","OG0004425","Rb","Glyma.15G163900","Gmax_Wm82.a2.v1",15,14129270,13929270,14329270,14098084,14106657,"PTHR12537//PTHR12537:SF76 - RNA BINDING PROTEIN PUMILIO-RELATED // SUBFAMILY NOT NAMED (1 of 5)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_15_2649998","OG0001502","Rb","Glyma.15G030500","Gmax_Wm82.a2.v1",15,2649998,2449998,4051525,2445870,2457855,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_15_2649998","OG0005312","Rb","Glyma.15G048100","Gmax_Wm82.a2.v1",15,2649998,2449998,4051525,3795509,3810142,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_16_13741777","OG0001715","Rb","Glyma.16G091900","Gmax_Wm82.a2.v1",16,13741777,13541777,14676244,14537400,14541555,"K08488 - syntaxin 7 (STX7)  (1 of 6)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_16_13741777","OG0003965","Rb","Glyma.16G090900","Gmax_Wm82.a2.v1",16,13741777,13541777,14676244,13949482,13951519,"PTHR11514:SF29 - BASIC HELIX-LOOP-HELIX (BHLH) DNA-BINDING SUPERFAMILY PROTEIN-RELATED (1 of 4)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_16_37125034","OG0002453","Rb","Glyma.16G213400","Gmax_Wm82.a2.v1",16,37125034,36925034,37710824,37145525,37148978,"PTHR20932//PTHR20932:SF11 - LOC443603 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_16_37125034","OG0006333","Rb","Glyma.16G218800","Gmax_Wm82.a2.v1",16,37125034,36925034,37710824,37615509,37618337,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_16_411095","OG0000059","Rb","Glyma.16G007200","Gmax_Wm82.a2.v1",16,411095,211095,991556,594725,596329,"PTHR10641//PTHR10641:SF535 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_16_411095","OG0007923","Rb","Glyma.16G008100","Gmax_Wm82.a2.v1",16,411095,211095,991556,666386,667402,"PTHR21622 - COILED-COIL-HELIX-COILED-COIL-HELIX DOMAIN CONTAINING 4 (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_17_13769942","OG0002203","Rb","Glyma.17G162000","Gmax_Wm82.a2.v1",17,13769942,13569942,14945749,14172324,14173731,"PTHR31304:SF6 - LOB DOMAIN-CONTAINING PROTEIN 37-RELATED (1 of 6)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_17_13769942","OG0006151","Rb","Glyma.17G162800","Gmax_Wm82.a2.v1",17,13769942,13569942,14945749,14500483,14502989,"PTHR31636:SF51 - SCARECROW-LIKE PROTEIN 32 (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_18_52767605","OG0000929","Rb","Glyma.18G241800","Gmax_Wm82.a2.v1",18,52767605,52567605,53219579,53027014,53030842,"PTHR31126:SF19 - ATYPICAL DUAL-SPECIFICITY PHOSPHATASE (1 of 3)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_18_52767605","OG0002333","Rb","Glyma.18G238700","Gmax_Wm82.a2.v1",18,52767605,52567605,53219579,52756503,52759147,"PF03168 - Late embryogenesis abundant protein (LEA_2)  (1 of 105)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_18_54729930","OG0000193","Rb","Glyma.18G260900","Gmax_Wm82.a2.v1",18,54729930,54529930,55528225,54674591,54677015,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_18_54729930","OG0002429","Rb","Glyma.18G262900","Gmax_Wm82.a2.v1",18,54729930,54529930,55528225,54835660,54845135,"PTHR24343//PTHR24343:SF156 - SERINE/THREONINE KINASE // SUBFAMILY NOT NAMED (1 of 4)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_1_53378518","OG0001891","Rb","Glyma.01G200200","Gmax_Wm82.a2.v1",1,53378518,53178518,53578518,53391283,53397698,"PTHR11817:SF26 - PLASTIDIAL PYRUVATE KINASE 3, CHLOROPLASTIC (1 of 1)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_1_53378518","OG0005451","Rb","Glyma.01G200700","Gmax_Wm82.a2.v1",1,53378518,53178518,53578518,53428442,53433736,"PTHR19282//PTHR19282:SF262 - TETRASPANIN // SUBFAMILY NOT NAMED (1 of 4)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_1_55129174","OG0004429","Rb","Glyma.01G222400","Gmax_Wm82.a2.v1",1,55129174,54929174,55772527,55125448,55129598,"K12795 - suppressor of G2 allele of SKP1 (SUGT1, SGT1)  (1 of 5)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_1_55129174","OG0006759","Rb","Glyma.01G229400","Gmax_Wm82.a2.v1",1,55129174,54929174,55772527,55717393,55722554,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_37573710","OG0000184","Rb","Glyma.20G141600","Gmax_Wm82.a2.v1",20,37573710,37373710,38216162,38036725,38039025,"K04551//K08770 - ubiquitin B (UBB)  // ubiquitin C (UBC)  (1 of 5)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_37573710","OG0000349","Rb","Glyma.20G142100","Gmax_Wm82.a2.v1",20,37573710,37373710,38216162,38065673,38069826,"PTHR23177 - MKIAA1688 PROTEIN (1 of 29)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_44094397","OG0000196","Rb","Glyma.20G203700","Gmax_Wm82.a2.v1",20,44094397,43894397,44505986,44060408,44061579,"PTHR31190:SF15 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR 1B (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_44094397","OG0000349","Rb","Glyma.20G207300","Gmax_Wm82.a2.v1",20,44094397,43894397,44505986,44416690,44420213,"PTHR23177:SF8 - CRIB DOMAIN-CONTAINING PROTEIN RIC1-RELATED (1 of 6)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_45816166","OG0000552","Rb","Glyma.20G225200","Gmax_Wm82.a2.v1",20,45816166,45616166,46057761,45955984,45956754,"PTHR22595:SF62 - HEVEIN-LIKE PREPROPROTEIN (1 of 6)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_45816166","OG0000552","Rb","Glyma.20G225300","Gmax_Wm82.a2.v1",20,45816166,45616166,46057761,45962221,45962942,"PTHR22595:SF62 - HEVEIN-LIKE PREPROPROTEIN (1 of 6)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_47445161","OG0002996","Rb","Glyma.20G248600","Gmax_Wm82.a2.v1",20,47445161,47245161,48095551,47766954,47775994,"3.4.11.10 - Bacterial leucyl aminopeptidase / Aeromonas proteolytica aminopeptidase (1 of 1)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_20_47445161","OG0005117","Rb","Glyma.20G241400","Gmax_Wm82.a2.v1",20,47445161,47245161,48095551,47240109,47251478,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_2_238082","OG0000196","Rb","Glyma.02G006200","Gmax_Wm82.a2.v1",2,238082,38082,767616,669867,671087,"K14516 - ethylene-responsive transcription factor 1 (ERF1)  (1 of 16)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_2_238082","OG0000232","Rb","Glyma.02G002100","Gmax_Wm82.a2.v1",2,238082,38082,767616,247328,250095,"PTHR23050 - CALCIUM BINDING PROTEIN (1 of 35)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_2_40566145","OG0000226","Rb","Glyma.02G234800","Gmax_Wm82.a2.v1",2,40566145,40366145,42273473,42228835,42231757,"PTHR24347:SF167 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2 (1 of 11)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_2_40566145","OG0005673","Rb","Glyma.02G220900","Gmax_Wm82.a2.v1",2,40566145,40366145,42273473,40881547,40883650,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_2_6580109","OG0001209","Rb","Glyma.02G078500","Gmax_Wm82.a2.v1",2,6580109,6380109,6780109,6764875,6771211,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_2_6580109","OG0010038","Rb","Glyma.02G077500","Gmax_Wm82.a2.v1",2,6580109,6380109,6780109,6713904,6715796,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_4_1455348","OG0007583","Rb","Glyma.04G020600","Gmax_Wm82.a2.v1",4,1455348,1255348,1655348,1625507,1627333,"2.1.1.142 - Cycloartenol 24-C-methyltransferase / Sterol C-methyltransferase (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_4_1455348","OG0008713","Rb","Glyma.04G018400","Gmax_Wm82.a2.v1",4,1455348,1255348,1655348,1436020,1443342,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_4_49565011","OG0003150","Rb","Glyma.04G225500","Gmax_Wm82.a2.v1",4,49565011,49365011,50702514,49557678,49558448,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_4_49565011","OG0005673","Rb","Glyma.04G225800","Gmax_Wm82.a2.v1",4,49565011,49365011,50702514,49578807,49579887,"PF00314 - Thaumatin family (Thaumatin)  (1 of 61)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_6_10344093","OG0003150","Rb","Glyma.06G139300","Gmax_Wm82.a2.v1",6,10344093,10144093,11582912,11364233,11365255,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_6_10344093","OG0005673","Rb","Glyma.06G139000","Gmax_Wm82.a2.v1",6,10344093,10144093,11582912,11341409,11342986,"PF00314 - Thaumatin family (Thaumatin)  (1 of 61)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_7_265250","OG0002832","Rb","Glyma.07G015800","Gmax_Wm82.a2.v1",7,265250,65250,1776838,1258348,1267593,"PTHR19241:SF246 - ABC TRANSPORTER G FAMILY MEMBER 29 (1 of 4)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_7_265250","OG0010243","Rb","Glyma.07G002000","Gmax_Wm82.a2.v1",7,265250,65250,1776838,180914,185137,"PTHR10759//PTHR10759:SF4 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_8_16836118","OG0002160","Rb","Glyma.08G227300","Gmax_Wm82.a2.v1",8,16836118,16636118,18801434,18507623,18515386,"PTHR13165 - ARSENITE-RESISTANCE PROTEIN 2 (1 of 3)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_8_16836118","OG0010243","Rb","Glyma.08G224800","Gmax_Wm82.a2.v1",8,16836118,16636118,18801434,18220717,18224385,"",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_8_22475484","OG0000745","Rb","Glyma.08G254200","Gmax_Wm82.a2.v1",8,22475484,22275484,22722560,22440832,22444584,"K14207 - solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2 (SLC38A2, SNAT2)  (1 of 6)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_8_22475484","OG0007844","Rb","Glyma.08G254100","Gmax_Wm82.a2.v1",8,22475484,22275484,22722560,22426654,22429578,"PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 57)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_9_45489094","OG0000193","Rb","Glyma.09G236200","Gmax_Wm82.a2.v1",9,45489094,45289094,46164025,45873422,45875783,"PF01357 - Pollen allergen (Pollen_allerg_1)  (1 of 79)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Gmax_Wm82.a2.v1_Rb_9_45489094","OG0010362","Rb","Glyma.09G236700","Gmax_Wm82.a2.v1",9,45489094,45289094,46164025,45894362,45898175,"PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 113)",3,2,0.5,0.448575471698113,0.165427358490566,0.297769245283019
"Athaliana_TAIR10_Rb_1_13610155","OG0005958","Rb","AT1G36280","Athaliana_TAIR10",1,13610155,13535155,13685155,13640508,13643126,"L-Aspartase-like family protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_1_15969268","OG0008713","Rb","AT1G42430","Athaliana_TAIR10",1,15969268,15894268,16044268,15891371,15894444,"",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_1_22004979","OG0002832","Rb","AT1G59870","Athaliana_TAIR10",1,22004979,21929979,22079979,22034506,22040038,"ABC-2 and Plant PDR ABC-type transporter family protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_1_22342817","OG0011350","Rb","AT1G60860","Athaliana_TAIR10",1,22342817,22267817,22417988,22400927,22407777,"ARF-GAP domain 2",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_1_28554630","OG0007583","Rb","AT1G76090","Athaliana_TAIR10",1,28554630,28479630,28629630,28550409,28551781,"sterol methyltransferase 3",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_1_7223816","OG0006759","Rb","AT1G20920","Athaliana_TAIR10",1,7223816,7148816,7298816,7285059,7289778,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_2_1683177","OG0002531","Rb","AT2G04890","Athaliana_TAIR10",2,1683177,1608177,1758177,1720361,1722604,"SCARECROW-like 21",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_2_16969414","OG0000193","Rb","AT2G40610","Athaliana_TAIR10",2,16969414,16894414,17044414,16948863,16950557,"expansin A8",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_2_17966746","OG0002996","Rb","AT2G43070","Athaliana_TAIR10",2,17966746,17891746,18126266,17910888,17914870,"SIGNAL PEPTIDE PEPTIDASE-LIKE 3",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_2_18620656","OG0008282","Rb","AT2G45150","Athaliana_TAIR10",2,18620656,18545656,18695656,18613305,18615717,"cytidinediphosphate diacylglycerol synthase 4",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_2_6920928","OG0000067","Rb","AT2G16040","Athaliana_TAIR10",2,6920928,6845928,6995928,6976017,6977594,"hAT dimerisation domain-containing protein / transposase-related",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_11271772","OG0007844","Rb","AT3G29290","Athaliana_TAIR10",3,11271772,11196772,11348053,11238111,11240287,"Pentatricopeptide repeat (PPR) superfamily protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_11925284","OG0000745","Rb","AT3G30390","Athaliana_TAIR10",3,11925284,11850284,12000284,11976837,11979621,"Transmembrane amino acid transporter family protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_1225550","OG0000552","Rb","AT3G04720","Athaliana_TAIR10",3,1225550,1150550,1303557,1285524,1286562,"pathogenesis-related 4",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_16438921","OG0003857","Rb","AT3G45090","Athaliana_TAIR10",3,16438921,16363921,16513921,16490600,16494762,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_21930330","OG0004212","Rb","AT3G59280","Athaliana_TAIR10",3,21930330,21855330,22005330,21908913,21910722,"Protein Transporter, Pam16",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_22803258","OG0007767","Rb","AT3G61680","Athaliana_TAIR10",3,22803258,22728258,22878258,22823481,22826992,"alpha/beta-Hydrolases superfamily protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_6717941","OG0001046","Rb","AT3G19553","Athaliana_TAIR10",3,6717941,6642941,6792941,6790742,6792919,"Amino acid permease family protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_3_9992597","OG0001915","Rb","AT3G27060","Athaliana_TAIR10",3,9992597,9917597,10067597,9979866,9981295,"Ferritin/ribonucleotide reductase-like family protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_4_1957969","OG0000929","Rb","AT4G03960","Athaliana_TAIR10",4,1957969,1882969,2032969,1887528,1889211,"Phosphotyrosine protein phosphatases superfamily protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_4_6013072","OG0000059","Rb","AT4G09460","Athaliana_TAIR10",4,6013072,5938072,6088072,5992966,5994258,"myb domain protein 6",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_4_6488168","OG0008227","Rb","AT4G10465","Athaliana_TAIR10",4,6488168,6413168,6580223,6473547,6475434,"Heavy metal transport/detoxification superfamily protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_4_9672861","OG0011272","Rb","AT4G17430","Athaliana_TAIR10",4,9672861,9597861,9747861,9724840,9726828,"O-fucosyltransferase family protein",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_5_10632660","OG0005312","Rb","AT5G28550","Athaliana_TAIR10",5,10632660,10557660,10707660,10557722,10559779,"3.4.22.49 - Separase / Separin (1 of 4)",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_5_23428567","OG0012944","Rb","AT5G57960","Athaliana_TAIR10",5,23428567,23353567,23503567,23462770,23466503,"GTP-binding protein, HflX",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_5_25020854","OG0000270","Rb","AT5G62320","Athaliana_TAIR10",5,25020854,24945854,25096194,25028716,25029933,"myb domain protein 99",3,1,0,0.5048,0.29712,0.29712
"Athaliana_TAIR10_Rb_5_6636863","OG0001258","Rb","AT5G19450","Athaliana_TAIR10",5,6636863,6561863,6711863,6558426,6562000,"calcium-dependent protein kinase 19",3,1,0,0.5048,0.29712,0.29712
"Gmax_Wm82.a2.v1_Rb_10_1105374","OG0002701","Rb","Glyma.10G010500","Gmax_Wm82.a2.v1",10,1105374,905374,1677456,990687,994015,"K01051 - pectinesterase (E3.1.1.11)  (1 of 82)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_10_40222693","OG0000762","Rb","Glyma.10G169100","Gmax_Wm82.a2.v1",10,40222693,40022693,40798285,40342014,40343690,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_10_40222693","OG0000929","Rb","Glyma.10G170900","Gmax_Wm82.a2.v1",10,40222693,40022693,40798285,40448695,40450515,"PTHR31126:SF19 - ATYPICAL DUAL-SPECIFICITY PHOSPHATASE (1 of 3)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_10_40222693","OG0008227","Rb","Glyma.10G171800","Gmax_Wm82.a2.v1",10,40222693,40022693,40798285,40542750,40545783,"PTHR22814:SF136 - HEAVY-METAL-ASSOCIATED DOMAIN-CONTAINING PROTEIN-RELATED (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_26069162","OG0000490","Rb","Glyma.11G189600","Gmax_Wm82.a2.v1",11,26069162,25869162,26269162,26169102,26175228,"PTHR32044:SF17 - GLUCOMANNAN 4-BETA-MANNOSYLTRANSFERASE 2 (1 of 3)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_26069162","OG0002459","Rb","Glyma.11G190000","Gmax_Wm82.a2.v1",11,26069162,25869162,26269162,26256476,26265467,"PTHR22880:SF167 - DNA BINDING AND ZINC-FINGER DOMAIN-CONTAINING PROTEIN-RELATED (1 of 4)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_26069162","OG0009088","Rb","Glyma.11G188800","Gmax_Wm82.a2.v1",11,26069162,25869162,26269162,26049613,26055137,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_8106372","OG0000059","Rb","Glyma.11G107100","Gmax_Wm82.a2.v1",11,8106372,7906372,8306372,8171836,8173327,"PTHR10641:SF588 - TRANSCRIPTION REPRESSOR MYB4 (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_8106372","OG0000092","Rb","Glyma.11G108300","Gmax_Wm82.a2.v1",11,8106372,7906372,8306372,8261601,8264930,"1.14.13.152 - Geraniol 8-hydroxylase / G10H (1 of 17)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_8106372","OG0011350","Rb","Glyma.11G104500","Gmax_Wm82.a2.v1",11,8106372,7906372,8306372,7927727,7939746,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_13_33798120","OG0000226","Rb","Glyma.13G228500","Gmax_Wm82.a2.v1",13,33798120,33598120,34918005,34080809,34082788,"K12761 - carbon catabolite-derepressing protein kinase (SNF1)  (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_13_33798120","OG0001817","Rb","Glyma.13G223700","Gmax_Wm82.a2.v1",13,33798120,33598120,34918005,33663034,33664635,"PF06884 - Protein of unknown function (DUF1264) (DUF1264)  (1 of 3)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_13_33798120","OG0004078","Rb","Glyma.13G226500","Gmax_Wm82.a2.v1",13,33798120,33598120,34918005,33898587,33906020,"PTHR11669:SF16 - PROTEIN STICHEL-LIKE 3-RELATED (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_17_3325372","OG0000059","Rb","Glyma.17G050500","Gmax_Wm82.a2.v1",17,3325372,3125372,4263954,3836046,3837793,"PTHR10641:SF459 - TRANSCRIPTION FACTOR TT2 (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_17_3325372","OG0000184","Rb","Glyma.17G042100","Gmax_Wm82.a2.v1",17,3325372,3125372,4263954,3123414,3125634,"PTHR10666:SF155 - POLYUBIQUITIN 4 (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_17_3325372","OG0000939","Rb","Glyma.17G045700","Gmax_Wm82.a2.v1",17,3325372,3125372,4263954,3401249,3401828,"PTHR11088//PTHR11088:SF34 - TRNA DELTA 2 -ISOPENTENYLPYROPHOSPHATE TRANSFERASE-RELATED // SUBFAMILY NOT NAMED (1 of 5)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_3222276","OG0000270","Rb","Glyma.18G040700","Gmax_Wm82.a2.v1",18,3222276,3022276,3727395,3377904,3380440,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
